0 1.28732109828957
1 0.946671907954882
2 0.754429742670214
3 0.636151106209025
4 0.742819340973475
5 0.817803571339503
6 1.40680068402387
7 0.946671907954882
8 0.372088613009517
9 0.236457274827472
10 0.145362609727779
11 0.226186046374308
12 0.0149704035546454
13 0.942622794589464
14 0.754429742670214
15 0.236457274827472
16 0.0391717353012446
17 -0.0676472258857751
18 0.0091770186670958
19 -0.197326873461279
20 0.671652112549915
21 0.636151106209025
22 0.145362609727779
23 -0.0676472258857751
24 -0.182486542439052
25 -0.114224508354894
26 -0.277567339627486
27 0.53354301251788
28 0.742819340973475
29 0.226186046374308
30 0.0091770186670958
31 -0.114224508354894
32 -0.0386538501751308
33 -0.208671262704119
34 0.656482937507045
35 0.817803571339503
36 0.0149704035546454
37 -0.197326873461279
38 -0.277567339627486
39 -0.208671262704119
40 -0.423995119725853
41 0.679943209661226
42 1.40680068402387
43 0.942622794589464
44 0.671652112549915
45 0.53354301251788
46 0.656482937507045
47 0.679943209661226
48 1.4777350889465
